episode,total_steps,ep_return,avg_return,return_std
353,122133,226.8136510971871,588.417128332387,763.7143037430872
354,122315,333.8826599219963,597.6433686142425,759.4571427711653
355,122436,230.99446677503065,599.024143355175,758.7638600412203
356,122557,220.86788994543295,557.6506303318304,755.6896065697321
357,122677,224.0487445929096,543.7331208310727,759.1343476758403
358,122755,148.36373976214094,539.2332215743336,761.1950943283236
359,122830,138.70004030437224,362.067286081355,249.3922622290072
360,122931,191.1884270500526,354.21459171953694,252.16117540552747
361,123286,667.7373827618052,372.7874483032864,260.7437727235992
362,123613,604.2328565654029,388.3958010885516,264.7569526366596
363,124974,2483.172461817888,493.2089773656662,527.7450089073527
364,125144,311.45133482478377,486.82402169260484,529.1310825971792
365,125499,629.0328504897067,453.4157498555304,497.0306177494049
366,125647,273.609594066231,435.6894856589047,496.8051816698539
367,126463,1482.394021932983,477.94857351155144,545.690851868954
368,126591,232.76921028529114,476.23089303009164,546.4053682714341
369,126734,263.78016140457095,474.0064457441431,547.174639308401
370,126864,249.24844089030088,473.0517905059015,547.5491576256123
371,127018,288.0964248467246,474.0827421371844,547.180408876313
372,127227,392.5210854622051,479.6452722398508,545.7556641511736
373,128323,1992.1194748716073,567.9105634285718,633.436028793205
374,128556,427.0432114817404,572.5685910065591,632.0389488897264
375,129115,1056.1353850536075,613.8256369204879,635.3182566038115
376,129461,645.3810004087209,635.0512924436522,628.8940739302419
377,129770,575.2255540788912,652.6101329179512,622.0387806056218
378,129958,343.52734172597036,662.3683130161428,615.5488687655264
379,130027,124.91503692091811,661.67906284697,616.1422830643517
380,130171,260.15975203248746,665.1276290960918,613.6874092726642
381,130551,702.6473109422946,666.8731255051163,613.7419941047401
382,130951,741.5543748777762,673.739201420735,613.770939858621
383,131890,1738.161783513414,636.4886675055112,517.9522176898507
384,132667,1393.3538503877712,690.5837932836607,537.3155488612258
385,132783,207.4024562761024,669.5022735729805,547.4918747053767
386,132848,117.69974430665555,661.7067810850017,554.1428823382664
387,134848,3663.270537758679,770.7506068762865,843.7870880780755
388,134926,148.5349695793359,766.5388948409887,846.6671880378691
389,136926,3671.632902765935,936.9315319090568,1047.4501988518039
390,137107,343.9469965169525,941.6664596903895,1044.5408708186787
391,138455,2532.5483167946504,1053.8890542877857,1087.9610676459747
392,139692,2288.660049089618,1148.6960024691566,1108.6178413956163
393,139831,260.65547447188294,1062.1228024491702,1106.9784282348455
394,139955,226.06971443832362,1052.0741275969995,1113.5902292434412
395,140097,245.50431626388888,1011.5425741575131,1127.3718597602708
396,140311,362.58019030793065,997.402533652474,1133.6318905676237
397,140399,160.54533623151914,976.6685227601054,1144.9000796767853
398,140498,185.4948037654474,968.7668958620792,1149.7774400559442
399,140633,239.88025109816263,974.5151565709414,1145.8248593106457
400,140803,311.8551506399436,977.0999265013143,1144.2677392778435
401,140937,247.80848506978225,954.3579852076886,1153.9751087766704
402,141103,311.5586503840859,932.858198983004,1161.7192394388724
403,143103,3701.8931204860414,1031.0447658316355,1300.3472674771158
404,143274,311.435519751209,976.9488492998073,1306.6388665443908
405,143454,338.01563044418924,983.4795080082116,1303.0979158982316
406,143557,195.79616822626951,987.3843292041922,1300.612337715004
407,143658,189.16197716136222,813.6789011743266,1155.5338477941193
408,143827,316.81456628498876,822.0928810096091,1151.2647672097776
409,143954,246.58412776680814,650.840442259653,952.1815824275211
410,144046,176.00305201576936,642.4432450345937,955.5854755068389
411,144317,504.151838482572,541.0234211189897,851.5802879694971
412,144490,329.20959765988516,443.05089854750304,751.7459260271264
413,144604,218.9339847533699,440.9648240615775,752.3068526923471
414,144752,275.0683319720647,443.4147549382645,751.6825695358017
415,145122,702.2362334220269,466.2513507961714,752.2607101484031
416,145438,588.4217510512788,477.54342883333885,752.3148010411983
417,145529,173.65297061581077,478.19881055255337,752.0440222052054
418,147529,3727.0436892662656,655.2762548275944,1028.4355403141988
419,147608,148.19221405819135,650.6918529755958,1030.4793365543287
420,147823,399.1515258907243,655.0566717381347,1029.2189867504549
421,148291,867.9168506147267,686.062090015382,1025.8183587923454
422,148761,871.6977937261644,714.0690471824859,1022.8535110148899
423,149006,455.98137819507696,551.7734600679375,759.5164744705587
424,149452,821.7465776565826,577.2890129632062,759.5856696159282
425,149661,390.83164016610004,579.9298134493017,758.8406589482972
426,149857,373.13696884434455,588.7968534802055,755.3282415172557
427,150016,296.3601974794878,594.1567644961119,752.8496410024892
428,152016,3743.253550240012,765.478713693863,1014.6063104644873
429,152798,1471.7161100481223,826.7353128079287,1018.4054093211503
430,153813,1902.4161279364575,913.0559666039632,1032.6568449890794
431,153966,281.54606024105146,901.9256776918871,1038.1889928926826
432,154737,1408.7783180840568,955.9041137130959,1035.0688421286245
433,154889,275.92699909828355,958.7537644303414,1033.1125702010063
434,156889,3692.2486351079037,1129.6127795871334,1178.2857045386847
435,158889,3754.011356453951,1282.2015357387295,1303.961169636106
436,159033,271.823917651523,1266.3716440687417,1314.1692332127582
437,159689,1236.4611788518284,1319.5120544805427,1290.1782423894429
438,160318,1169.1568195975965,1191.617710997109,1165.9857804656915
439,160433,214.67224891632412,1194.941712740016,1163.097620439274
440,160551,219.23400898005258,1185.9458368944822,1169.8937233671352
441,160652,190.0361698007541,1152.051802853784,1188.2917149736834
442,160752,188.5711573348977,1117.8954710342205,1205.5518960478257
443,161229,877.3517800479507,1138.963991126864,1197.4548181765879
444,163141,3359.540520768478,1265.8536882824587,1288.143512252966
445,163564,807.4339641324159,1286.6838044807744,1277.1468464348861
446,165075,2868.4810844557887,1411.451010261347,1303.4235506626517
447,165216,266.46699880657377,1409.9563503277009,1304.717885866728
448,165347,246.87347488793492,1235.1373465600973,1211.2602425669627
449,165720,702.9597675229988,1196.699529433841,1215.3337330349877
450,165817,180.55090740938513,1110.6062684074875,1223.2539140712413
451,166347,986.9441039594061,1145.8761705934053,1208.926692317594
452,166503,290.3790916141948,1089.956209269912,1221.275804629272
453,166633,242.24672135256358,1088.2721953826263,1222.4197912806899
454,166742,205.0392254397772,913.9117248992197,1078.8322072848107
455,166834,169.44398891737626,734.683356522391,869.574285545535
456,166999,308.45890394519677,736.5151058370747,868.6354263830248
457,167089,152.82305262191312,682.3331995255788,869.5569802199592
458,167434,643.597577592287,656.0552374253134,862.3595370403451
459,167714,520.5259914941598,671.3479245542053,857.0925075758702
460,167935,406.8987447684069,680.731161343623,853.1095124377212
461,168167,432.22104742537766,692.8404052248541,847.7605744100579
462,168448,514.5429946134433,709.1389970887814,841.0157382834676
463,168604,294.5980209506746,680.0013091339176,844.7697326540908
464,168721,215.4247527765927,522.7955207343232,583.7099372150604
465,169025,569.1019709747228,510.87892107643864,580.199575706405
466,171025,3771.4543907326847,556.0275863902834,766.9722076437474
467,171166,264.7727562161502,555.9428742607623,767.004277845095
468,171284,221.96858984402613,554.6976300085669,767.5250862679198
469,171606,602.2178474359084,549.6605340042123,766.8658365037656
470,171691,161.81637445276607,548.7238073563814,767.3274350122425
471,173227,2903.69412930175,644.5613086234986,920.4884438806249
472,173358,250.01022160746075,642.5428651231618,921.3067768526428
473,173442,160.34109295394916,638.4475837032312,923.2569972997621
474,173637,367.2347368611288,646.5573592742987,920.1214021894821
475,173795,298.4144815118654,653.0058839040232,917.2023364860158
476,173975,338.9989313317004,654.5328852733484,916.6527049899953
